Unnamed: 0,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Theme
1804,069730,KR7069730000,DSR제강,KOSPI,,5450,2,-80,-1.45,5600,5740,5430,64558,357966130,78480000000,14400000,STK,기타
1805,001550,KR7001550003,조비,KOSPI,,15110,2,-540,-3.45,15700,15990,15080,107479,1642053410,78454731290,5192239,STK,기타
1811,004830,KR7004830006,덕성,KOSPI,,4975,2,-35,-0.7,5010,5100,4960,155546,777688276,78008000000,15680000,STK,기타
1812,016090,KR7016090003,대현,KOSPI,,1761,1,2,0.11,1759,1763,1749,92582,162448513,77981147910,44282310,STK,기타
1813,480370,KR7480370006,씨케이솔루션,KOSPI,,2400,1,130,5.73,2270,2450,2270,572311,1361474872,77955379200,32481408,STK,기타
1822,002795,KR7002791002,아모레퍼시픽홀딩스우,KOSPI,,11990,1,30,0.25,11970,12100,11950,13793,165649365,77260802300,6443770,STK,기타
1826,058730,KR7058730003,다스코,KOSPI,,3855,1,65,1.72,3790,4065,3745,954850,3734656870,76900391955,19948221,STK,기타
1833,004540,KR7004540001,깨끗한나라,KOSPI,,2030,2,-65,-3.1,2110,2115,2020,204879,421990496,75598606790,37240693,STK,기타
1837,003925,KR7003921004,남양유업우,KOSPI,,37650,2,-300,-0.79,38000,38150,37550,5360,202807950,75300000000,2000000,STK,기타
1840,024900,KR7024900003,디와이덕양,KOSPI,,2305,1,35,1.54,2270,2355,2270,238302,552211826,75062278900,32564980,STK,기타
1852,003780,KR7003780004,진양산업,KOSPI,,5710,2,-60,-1.04,5790,5810,5680,111101,637791195,74230000000,13000000,STK,기타
1854,129260,KR7129260006,인터지스,KOSPI,,2485,3,0,0.0,2515,2515,2475,53990,134380759,73923466890,29747874,STK,기타
1858,072130,KR7072130008,유엔젤,KOSPI,,5700,2,-150,-2.56,5810,5900,5630,129881,742911315,73504087800,12895454,STK,기타
1862,001620,KR7001620004,케이비아이동국실업,KOSPI,,659,1,1,0.15,660,674,657,519675,344614790,73342107429,111293031,STK,기타
1866,000220,KR7000220004,유유제약,KOSPI,,4285,2,-30,-0.7,4320,4325,4260,51391,220298460,72983624035,17032351,STK,기타
1871,372910,KR7372910000,한컴라이프케어,KOSPI,,2625,1,55,2.14,2580,2690,2580,889979,2338187013,72645315750,27674406,STK,기타
1874,001465,KR7001461003,BYC우,KOSPI,,33650,1,850,2.59,33550,34000,32500,3014,99624450,72477052500,2153850,STK,기타
1876,047400,KR7047400007,유니온머티리얼,KOSPI,,1719,2,-19,-1.09,1767,1825,1715,813035,1427852921,72198000000,42000000,STK,기타
1881,155660,KR7155660004,DSR,KOSPI,,4490,2,-5,-0.11,4505,4540,4450,37869,169697850,71840000000,16000000,STK,기타
1888,002140,KR7002140002,고려산업,KOSPI,,2845,2,-10,-0.35,2875,2885,2815,314635,894990691,70952664125,24939425,STK,기타
1895,111110,KR7111110003,호전실업,KOSPI,,7510,2,-10,-0.13,7520,7540,7420,38350,287132010,70413760000,9376000,STK,기타
1896,000910,KR7000910000,유니온,KOSPI,,4505,2,-25,-0.55,4565,4595,4495,94714,428652795,70330343595,15611619,STK,기타
1898,006370,KR7006370001,대구백화점,KOSPI,,6490,1,320,5.19,6020,6600,6020,83628,528406210,70232255390,10821611,STK,기타
1899,006980,KR7006980007,우성,KOSPI,,22650,2,-300,-1.31,22950,23600,22500,6900,158988250,69988500000,3090000,STK,기타
1900,37550K,KR737550K011,DL이앤씨우,KOSPI,,32950,1,650,2.01,31950,34075,31950,30648,1021947200,69652510750,2113885,STK,기타
1905,002760,KR7002760007,보락,KOSPI,,1154,2,-8,-0.69,1156,1187,1147,178065,205359506,69124600000,59900000,STK,기타
1907,092440,KR7092440007,기신정기,KOSPI,,2350,3,0,0.0,2350,2360,2325,33381,78045915,68620000000,29200000,STK,기타
1914,009835,KR7009831009,한화솔루션우,KOSPI,,26350,1,800,3.13,25700,26550,25100,15681,408285225,67860446150,2575349,STK,기타
1921,092780,KR7092780006,DYP,KOSPI,,5090,1,230,4.73,4860,5100,4860,92306,463561327,67027461400,13168460,STK,기타
1922,002630,KR7002630002,오리엔트바이오,KOSPI,,565,2,-17,-2.92,577,586,564,861416,492856808,66999397825,118583005,STK,기타
1938,021050,KR7021050000,서원,KOSPI,,1382,2,-35,-2.47,1422,1438,1370,1064745,1479828442,65609883380,47474590,STK,기타
1947,049800,KR7049800006,우진플라임,KOSPI,,3240,1,445,15.92,2900,3630,2900,6274248,21075715213,64800000000,20000000,STK,기타
1950,025560,KR7025560004,미래산업,KOSPI,,14390,1,180,1.27,14340,14500,14170,36772,525497805,64505391060,4482654,STK,기타
1952,004410,KR7004410007,서울식품,KOSPI,,163,2,-8,-4.68,171,172,160,15228233,2503086950,64311672168,394550136,STK,기타
1954,378850,KR7378850002,화승알앤에이,KOSPI,,3375,3,0,0.0,3405,3420,3350,46666,157836032,64103477625,18993623,STK,기타
1955,004910,KR7004910006,조광페인트,KOSPI,,5000,2,-10,-0.2,5010,5090,4975,44345,223160343,64000000000,12800000,STK,기타
1963,005305,KR7005301007,롯데칠성우,KOSPI,,81900,2,-500,-0.61,82400,82700,81500,1352,110915450,63497889000,775310,STK,기타
1969,009190,KR7009190000,대양금속,KOSPI,,1456,2,-79,-5.15,1535,1548,1456,410275,609455275,62888462000,43192625,STK,기타
1970,004920,KR7004920005,씨아이테크,KOSPI,,1205,1,10,0.84,1223,1223,1165,178954,212789687,62876745760,52179872,STK,기타
1976,011330,KR7011330008,유니켐,KOSPI,,694,2,-1,-0.14,695,698,670,638548,437306314,62590358878,90187837,STK,기타
1980,004770,KR7004770004,써니전자,KOSPI,,1759,2,-21,-1.18,1778,1800,1748,272766,481212611,62457583442,35507438,STK,기타
1984,093240,KR7093240000,형지엘리트,KOSPI,,1012,2,-31,-2.97,1044,1059,1003,1141339,1167335758,62126942108,61390259,STK,기타
1989,004450,KR7004450003,삼화왕관,KOSPI,,28700,1,150,0.53,28550,28950,28400,1145,32837900,61830677300,2154379,STK,기타
1994,357250,KR7357250000,미래에셋맵스리츠,KOSPI,,2460,1,5,0.2,2460,2470,2450,23608,58039582,61487958300,24995105,STK,기타
1999,041650,KR7041650003,상신브레이크,KOSPI,,2840,3,0,0.0,2835,2885,2800,37309,105344810,60978918000,21471450,STK,기타
2006,017180,KR7017180001,명문제약,KOSPI,,1782,2,-41,-2.25,1825,1827,1779,150692,270133621,60505055028,33953454,STK,기타
2007,007120,KR7007120009,미래아이앤지,KOSPI,,2095,1,70,3.46,2045,2170,2015,260270,537356518,60500683760,28878608,STK,기타
2011,014990,KR7014990006,인디에프,KOSPI,,805,1,10,1.26,795,806,791,106376,85236541,60465960975,75112995,STK,기타
2014,000890,KR7000890004,보해양조,KOSPI,,436,2,-3,-0.68,437,443,430,1050907,458146508,60220376244,138120129,STK,기타
2029,007815,KR7007811003,코리아써우,KOSPI,,19840,1,410,2.11,19330,19900,19330,1712,33756750,58819449600,2964690,STK,기타
2031,003465,KR7003461001,유화증권우,KOSPI,,3350,2,-50,-1.47,3415,3415,3350,1253,4216690,58546023750,17476425,STK,기타
2032,001210,KR7001210004,금호전기,KOSPI,,945,2,-54,-5.41,1000,1001,941,2569877,2472660579,58476678435,61880083,STK,기타
2035,023350,KR7023350002,한국종합기술,KOSPI,,5330,1,40,0.76,5290,5470,5270,66529,355700030,58363500000,10950000,STK,기타
2037,28513K,KR728513K010,SK케미칼우,KOSPI,,27550,2,-50,-0.18,27600,27700,27300,4334,118964975,58280068950,2115429,STK,기타
2038,075180,KR7075180000,새론오토모티브,KOSPI,,3030,3,0,0.0,3060,3080,3010,11879,35982465,58176000000,19200000,STK,기타
2040,123700,KR7123700007,SJM,KOSPI,,3715,1,10,0.27,3715,3725,3680,65977,243880870,57972196070,15604898,STK,기타
2041,010770,KR7010770006,평화홀딩스,KOSPI,,3945,2,-10,-0.25,4035,4035,3940,16744,66366480,57697463370,14625466,STK,기타
2053,000950,KR7000950006,전방,KOSPI,,33850,1,50,0.15,33500,33900,33250,2715,91275000,56868000000,1680000,STK,기타
2054,003475,KR7003471000,유안타증권우,KOSPI,,4395,1,10,0.23,4395,4405,4360,26658,116699275,56749171740,12912212,STK,기타
2059,133820,KR7133820001,화인베스틸,KOSPI,,1522,2,-33,-2.12,1550,1554,1515,87621,134926290,56488272044,37114502,STK,기타
2060,012280,KR7012280004,영화금속,KOSPI,,1091,1,1,0.09,1091,1116,1089,294146,322657519,56365974955,51664505,STK,기타
2061,090080,KR7090080003,평화산업,KOSPI,,1025,2,-5,-0.49,1049,1049,1022,266968,273880742,56274815475,54902259,STK,기타
2063,011300,KR7011300001,우성머티리얼스,KOSPI,,354,0,0,0.0,0,0,0,0,0,56131591926,158563819,STK,기타
2068,026940,KR7026940007,부국철강,KOSPI,,2790,1,55,2.01,2740,3085,2685,7484892,21848639926,55800000000,20000000,STK,기타
2069,025530,KR7025530007,SJM홀딩스,KOSPI,,3735,1,5,0.13,3750,3765,3725,25024,93720890,55778519880,14934008,STK,기타
2095,003080,KR7003080009,SB성보,KOSPI,,2700,1,25,0.93,2685,2700,2670,16649,44717764,54054000000,20020000,STK,기타
2096,007610,KR7007610009,선도전기,KOSPI,,3000,0,0,0.0,0,0,0,0,0,54000000000,18000000,STK,기타
2101,023960,KR7023960008,에쓰씨엔지니어링,KOSPI,,1400,2,-18,-1.27,1419,1422,1381,94070,132332994,53250365000,38035975,STK,기타
2103,002410,KR7002410009,범양건영,KOSPI,,1935,0,0,0.0,0,0,0,0,0,53173451700,27479820,STK,기타
2106,012160,KR7012160008,영흥,KOSPI,,522,2,-56,-9.69,573,589,516,609378,336506557,52884014184,101310372,STK,기타
2118,027740,KR7027740000,마니커,KOSPI,,822,1,2,0.24,820,828,815,287851,236452499,52206229416,63511228,STK,기타
2122,006490,KR7006490007,인스코비,KOSPI,,414,1,3,0.73,405,428,401,811002,335987674,52116852438,125886117,STK,기타
2126,009320,KR7009320003,아진전자부품,KOSPI,,1047,2,-20,-1.87,1098,1098,1037,123859,130408189,51616859190,49299770,STK,기타
2132,011420,KR7011420007,갤럭시아에스엠,KOSPI,,1864,1,7,0.38,1855,1889,1850,94735,177028747,51352536416,27549644,STK,기타
2134,006125,KR7006121008,SK디스커버리우,KOSPI,,41550,2,-350,-0.84,41500,41900,41300,621,25775900,51177342750,1231705,STK,기타
2137,020760,KR7020760005,일진디스플,KOSPI,,902,0,0,0.0,0,0,0,0,0,50984432422,56523761,STK,기타
2147,008420,KR7008420002,문배철강,KOSPI,,2460,2,-10,-0.4,2460,2565,2455,551561,1380513647,50438622300,20503505,STK,기타
2156,481850,KR7481850006,신한글로벌액티브리츠,KOSPI,,1146,1,1,0.09,1133,1150,1133,43494,49808259,49825402944,43477664,STK,기타
2158,003060,KR7003060001,에이프로젠바이오로직스,KOSPI,,251,0,0,0.0,0,0,0,0,0,49800369095,198407845,STK,기타
2160,000215,KR7000211003,DL우,KOSPI,,29400,2,-50,-0.17,29450,29900,29350,4427,130994250,49571781000,1686115,STK,기타
2162,002920,KR7002920007,유성기업,KOSPI,,1907,2,-10,-0.52,1907,1933,1900,49902,95460196,49481882500,25947500,STK,기타
2163,001380,KR7001380005,SG글로벌,KOSPI,,1098,0,0,0.0,0,0,0,0,0,49370629014,44964143,STK,기타
2174,011230,KR7011230000,삼화전자,KOSPI,,2530,2,-55,-2.13,2585,2600,2510,99981,253788293,48489436050,19165785,STK,기타
2176,308170,KR7308170000,씨티알모빌리티,KOSPI,,5590,1,180,3.33,5500,5620,5400,13992,77433900,48129900000,8610000,STK,기타
2179,35320K,KR735320K011,대덕전자1우,KOSPI,,22850,1,2450,12.01,20650,23500,20250,68235,1519144900,47882609150,2095519,STK,기타
2191,051630,KR7051630002,진양화학,KOSPI,,2230,2,-45,-1.98,2285,2300,2215,187373,418931535,47276000000,21200000,STK,기타
2200,069460,KR7069460004,대호에이엘,KOSPI,,532,0,0,0.0,0,0,0,0,0,46322278464,87071952,STK,기타
2211,008250,KR7008250003,이건산업,KOSPI,,4190,2,-10,-0.24,4200,4270,4160,27795,116369891,45891540650,10952635,STK,기타
2218,008870,KR7008870008,금비,KOSPI,,45500,2,-100,-0.22,45800,45800,45400,739,33663150,45500000000,1000000,STK,기타
2226,000760,KR7000760009,이화산업,KOSPI,,16140,2,-280,-1.71,16580,16580,15950,5011,80675470,45192000000,2800000,STK,기타
2229,005030,KR7005030002,부산주공,KOSPI,,486,0,0,0.0,0,0,0,0,0,45092532168,92782988,STK,기타
2237,074610,KR7074610007,이엔플러스,KOSPI,,5110,0,0,0.0,0,0,0,0,0,44815400070,8770137,STK,기타
2238,003535,KR7003531001,한화투자증권우,KOSPI,,9330,1,110,1.19,9270,9380,9240,40599,377126635,44784000000,4800000,STK,기타
2247,002880,KR7002880003,디와이에이,KOSPI,,941,1,4,0.43,937,942,919,84631,78977138,44014329295,46773995,STK,기타
2250,002360,KR7002360006,SH에너지화학,KOSPI,,395,2,-11,-2.71,407,407,393,1743890,693981791,43897823350,111133730,STK,기타
2257,145270,KR7145270005,케이탑리츠,KOSPI,,906,2,-1,-0.11,913,913,904,27430,24926871,43543061244,48060774,STK,기타
2259,025750,KR7025750001,한솔홈데코,KOSPI,,539,0,0,0.0,0,0,0,0,0,43424615311,80565149,STK,기타
2262,357430,KR7357430008,마스턴프리미어리츠,KOSPI,,1414,1,9,0.64,1414,1433,1403,28998,40983102,43134504098,30505307,STK,기타
2264,465770,KR7465770006,STX그린로지스,KOSPI,,5990,2,-170,-2.76,6140,6140,5890,234266,1403855050,42954481680,7171032,STK,기타
2268,084870,KR7084870005,TBH글로벌,KOSPI,,2050,2,-20,-0.97,2090,2130,2025,35111,72018155,42756478950,20856819,STK,기타
2287,33637K,KR733637K010,솔루스첨단소재1우,KOSPI,,2465,1,285,13.07,2200,2765,2200,1641313,4174715341,41680108190,16908766,STK,기타
2293,019490,KR7019490002,엑시큐어하이트론,KOSPI,,541,0,0,0.0,0,0,0,0,0,41349858070,76432270,STK,기타
2298,002870,KR7002870004,신풍,KOSPI,,1176,2,-10,-0.84,1190,1190,1152,181284,210415641,41111431200,34958700,STK,기타
2303,017040,KR7017040007,광명전기,KOSPI,,932,0,0,0.0,0,0,0,0,0,40390657180,43337615,STK,기타
2316,134790,KR7134790005,시디즈,KOSPI,,19810,1,290,1.49,19570,20150,19570,1757,34828570,39620000000,2000000,STK,기타
2317,010640,KR7010640001,진양폴리,KOSPI,,2370,2,-20,-0.84,2390,2390,2355,61962,147075134,39579000000,16700000,STK,기타
2318,019175,KR7019171008,신풍제약우,KOSPI,,19870,2,-1230,-5.83,20750,20750,19790,17326,345784870,39565740100,1991230,STK,기타
2319,000040,KR7000040006,KR모터스,KOSPI,,457,2,-3,-0.65,460,465,450,259814,118139377,39473459088,86375184,STK,기타
2328,005820,KR7005820006,원림,KOSPI,,16830,2,-260,-1.52,16700,17400,16700,10792,182857440,38674835100,2297970,STK,기타
2330,118000,KR7118000009,메타케어,KOSPI,,223,2,-6,-2.62,229,231,220,1500069,334145912,38306352172,171777364,STK,기타
2343,014910,KR7014910004,성문전자,KOSPI,,1717,2,-35,-2.0,1755,1780,1707,177433,305888810,37528910269,21857257,STK,기타
2344,006200,KR7006200000,한국전자홀딩스,KOSPI,,799,1,24,3.1,789,831,780,908465,734491389,37395705664,46803136,STK,기타
2354,009140,KR7009140005,경인전자,KOSPI,,23550,2,-100,-0.42,23650,24000,23250,4574,108117000,36992269350,1570797,STK,기타
2358,090370,KR7090370008,메타랩스,KOSPI,,1478,2,-32,-2.12,1510,1538,1472,37190,55230227,36809130342,24904689,STK,기타
2361,005320,KR7005320007,온타이드,KOSPI,,534,2,-13,-2.38,550,550,531,113112,60690852,36512618460,68375690,STK,기타
2366,006740,KR7006740005,블루산업개발,KOSPI,,636,1,1,0.16,635,651,608,269004,171347327,36236473968,56975588,STK,기타
2374,023150,KR7023150006,MH에탄올,KOSPI,,4850,2,-80,-1.62,4880,5010,4835,67177,329241985,35785851100,7378526,STK,기타
2379,009810,KR7009810003,플레이그램,KOSPI,,1173,1,12,1.03,1173,1185,1157,133521,156485323,35632807500,30377500,STK,기타
2382,004365,KR7004361002,세방우,KOSPI,,9640,1,130,1.37,9550,9670,9540,11922,114410470,35564370000,3689250,STK,기타
2385,002420,KR7002420008,세기상사,KOSPI,,5940,2,-220,-3.57,6040,6220,5810,31221,187246670,35461491120,5969948,STK,기타
2386,001070,KR7001070002,대한방직,KOSPI,,6680,2,-50,-0.74,6770,6810,6640,14328,95862270,35404000000,5300000,STK,기타
2395,013000,KR7013000005,세우글로벌,KOSPI,,1212,2,-43,-3.43,1255,1255,1208,204395,250965430,34790497572,28705031,STK,기타
2396,004870,KR7004870002,티웨이홀딩스,KOSPI,,307,1,7,2.33,303,310,296,780502,235506083,34741192658,113163494,STK,기타
2398,002690,KR7002690006,동일제강,KOSPI,,1704,1,4,0.24,1695,1778,1695,136883,237252128,34591813440,20300360,STK,기타
2404,024890,KR7024890006,대원화성,KOSPI,,830,1,20,2.47,810,843,810,250061,207456119,34236796160,41249152,STK,기타
2405,446070,KR7446070005,유니드비티플러스,KOSPI,,3225,1,45,1.42,3160,3225,3070,34161,108043435,34221168375,10611215,STK,기타
2410,014130,KR7014130009,한익스프레스,KOSPI,,2840,1,15,0.53,2845,2870,2785,29944,84627515,34080000000,12000000,STK,기타
2413,088790,KR7088790001,진도,KOSPI,,2715,2,-20,-0.73,2735,2735,2690,33708,91411975,33795624960,12447744,STK,기타
2414,002025,KR7002021004,코오롱우,KOSPI,,29100,2,-400,-1.36,29650,29650,28500,4171,119645400,33768716700,1160437,STK,기타
2421,015260,KR7015260003,에이엔피,KOSPI,,709,2,-35,-4.7,737,788,709,1348761,999232014,33405877846,47116894,STK,기타
2427,005360,KR7005360003,모나미,KOSPI,,1754,2,-6,-0.34,1770,1775,1662,47324,82915074,33145876478,18897307,STK,기타
2440,009460,KR7009460007,한창제지,KOSPI,,539,2,-15,-2.71,552,559,533,551823,298432126,32160774954,59667486,STK,기타
2441,003680,KR7003680006,한성기업,KOSPI,,5160,3,0,0.0,5160,5220,5140,26872,138693810,32041097400,6209515,STK,기타
2442,033250,KR7033250002,체시스,KOSPI,,999,0,0,0.0,0,0,0,0,0,31968000000,32000000,STK,기타
2444,010400,KR7010400000,우진아이엔에스,KOSPI,,4185,1,10,0.24,4145,4230,4145,16386,68605710,31898070000,7622000,STK,기타
2449,024070,KR7024070005,WISCOM,KOSPI,,2040,2,-45,-2.16,2085,2085,2030,18144,37318665,31265933520,15326438,STK,기타
2458,006570,KR7006570006,대림통상,KOSPI,,2015,2,-5,-0.25,2030,2040,1998,6469,13038162,30678375000,15225000,STK,기타
2460,002820,KR7002820009,SUN&L,KOSPI,,2430,2,-95,-3.76,2525,2580,2420,77585,192005000,30637413270,12607989,STK,기타
2463,030720,KR7030720007,동원수산,KOSPI,,6530,2,-50,-0.76,6580,6640,6520,16645,108928110,30389346650,4653805,STK,기타
2469,33626L,KR733626K021,두산퓨얼셀2우B,KOSPI,,10070,1,120,1.21,10130,10130,9930,1667,16631120,30072041000,2986300,STK,기타
2479,069640,KR7069640001,한세엠케이,KOSPI,,660,3,0,0.0,677,677,650,25194,16591110,29572291320,44806502,STK,기타
2498,002355,KR7002351005,넥센타이어1우B,KOSPI,,4390,1,25,0.57,4385,4425,4330,6823,29732560,28535000000,6500000,STK,기타
2499,044380,KR7044380004,주연테크,KOSPI,,442,2,-36,-7.53,488,506,427,4940138,2291812754,28500859244,64481582,STK,기타
2503,008775,KR7008771008,호텔신라우,KOSPI,,37700,1,400,1.07,37200,38700,37200,4554,172430000,28345838300,751879,STK,기타
2509,012170,KR7012170007,아센디오,KOSPI,,1445,2,-19,-1.3,1429,1499,1429,33511,48886450,28023312720,19393296,STK,기타
2521,004270,KR7004270005,남성,KOSPI,,753,0,0,0.0,0,0,0,0,0,27267756480,36212160,STK,기타
2540,005110,KR7005110002,한창,KOSPI,,1254,0,0,0.0,0,0,0,0,0,26467434378,21106407,STK,기타
2542,003495,KR7003491008,대한항공우,KOSPI,,23750,1,100,0.42,23650,24650,23450,6957,165735475,26381357500,1110794,STK,기타
2544,143210,KR7143210003,핸즈코퍼레이션,KOSPI,,1199,0,0,0.0,0,0,0,0,0,26229020653,21875747,STK,기타
2551,002210,KR7002210003,동성제약,KOSPI,,973,0,0,0.0,0,0,0,0,0,25900780311,26619507,STK,기타
2555,011090,KR7011090008,에넥스,KOSPI,,425,2,-7,-1.62,426,432,420,266734,113596725,25496447425,59991641,STK,기타
2565,025890,KR7025890005,한국주강,KOSPI,,2145,1,10,0.47,2135,2175,2095,47954,101960519,24258360555,11309259,STK,기타
2578,009310,KR7009310004,참엔지니어링,KOSPI,,1065,0,0,0.0,0,0,0,0,0,23307603810,21885074,STK,기타
2579,00499K,KR700499K014,롯데지주우,KOSPI,,28900,2,-100,-0.34,29000,29000,28200,762,21856600,23281926700,805603,STK,기타
2582,001685,KR7001681006,대상우,KOSPI,,16800,1,30,0.18,16800,16810,16710,3902,65453350,23019746400,1370223,STK,기타
2586,001420,KR7001420009,태원물산,KOSPI,,3000,2,-80,-2.6,3055,3055,3000,11392,34285662,22800000000,7600000,STK,기타
2593,001515,KR7001511005,SK증권우,KOSPI,,5760,0,0,0.0,0,0,0,0,0,22536080640,3912514,STK,기타
2611,001770,KR7001770007,SHD,KOSPI,,17260,1,120,0.7,17400,17400,16930,417,7121800,20968794280,1214878,STK,기타
2615,005257,KR7005252002,녹십자홀딩스2우,KOSPI,,24250,2,-450,-1.82,24350,24400,24200,1583,38407750,20515257500,845990,STK,기타
2618,019685,KR7019681006,대교우B,KOSPI,,1050,2,-12,-1.13,1062,1062,1050,22812,24028031,20398339500,19426990,STK,기타
2620,071950,KR7071950000,코아스,KOSPI,,1615,2,-119,-6.86,1786,1786,1606,141315,233869997,20121599925,12459195,STK,기타
2623,015020,KR7015020001,이스타코,KOSPI,,464,0,0,0.0,0,0,0,0,0,19883142400,42851600,STK,기타
2637,18064K,KR718064K016,한진칼우,KOSPI,,34500,1,300,0.88,34150,34950,34100,1709,59027000,18518427000,536766,STK,기타
2646,008600,KR7008600009,윌비스,KOSPI,,2620,0,0,0.0,0,0,0,0,0,17615839860,6723603,STK,기타
2647,009440,KR7009440009,KC그린홀딩스,KOSPI,,756,0,0,0.0,0,0,0,0,0,17568790596,23239141,STK,기타
2650,008500,KR7008500001,일정실업,KOSPI,,2915,1,80,2.82,2835,3050,2835,59886,178244285,17490000000,6000000,STK,기타
2652,45226K,KR745226K018,한화갤러리아우,KOSPI,,5990,3,0,0.0,6000,6140,5990,12958,78227950,17397775300,2904470,STK,기타
2664,108675,KR7108671009,LX하우시스우,KOSPI,,16040,2,-30,-0.19,16020,16170,15940,2886,46264300,16558573200,1032330,STK,기타
2665,001795,KR7001791003,대한제당우,KOSPI,,2530,2,-20,-0.78,2570,2570,2510,54842,139078364,16401382800,6482760,STK,기타
2673,002070,KR7002070001,비비안,KOSPI,,355,0,0,0.0,0,0,0,0,0,16044607335,45196077,STK,기타
2674,005725,KR7005721006,넥센우,KOSPI,,4455,2,-20,-0.45,4490,4490,4450,1293,5756820,16040673000,3600600,STK,기타
2675,204210,KR7204210009,스타에스엠리츠,KOSPI,,2035,0,0,0.0,0,0,0,0,0,15927568525,7826815,STK,기타
2678,000087,KR7000082008,하이트진로2우B,KOSPI,,14040,2,-10,-0.07,14090,14150,14040,1669,23499895,15867137520,1130138,STK,기타
2683,001755,KR7001751007,한양증권우,KOSPI,,29450,1,200,0.68,29550,29750,28100,2860,81997700,15461250000,525000,STK,기타
2694,004105,KR7004101002,태양금속우,KOSPI,,4420,1,40,0.91,4380,4455,4310,48547,211988775,14586000000,3300000,STK,기타
2703,33637L,KR733637K028,솔루스첨단소재2우B,KOSPI,,3720,1,225,6.44,3495,4260,3495,548954,2164641392,14055261120,3778296,STK,기타
2705,140910,KR7140910001,에이리츠,KOSPI,,3130,0,0,0.0,0,0,0,0,0,13969290160,4463032,STK,기타
2709,084695,KR7084691005,대상홀딩스우,KOSPI,,14890,1,10,0.07,14880,14980,14860,3600,53641610,13601746980,913482,STK,기타
2714,152550,KR7152550000,한국ANKOR유전,KOSPI,,190,2,-12,-5.94,196,198,188,6801115,1301725483,13303800000,70020000,STK,기타
2716,00806K,KR700806K010,대덕1우,KOSPI,,10820,1,240,2.27,10760,10900,10640,8861,95926600,13117702740,1212357,STK,기타
2734,004255,KR7004251005,NPC우,KOSPI,,2390,3,0,0.0,2405,2405,2380,1646,3946045,12619200000,5280000,STK,기타
2735,38380K,KR738380K012,LX홀딩스1우,KOSPI,,8540,2,-20,-0.23,8600,8680,8430,1872,15972350,12513533900,1465285,STK,기타
2738,145995,KR7145991006,삼양사우,KOSPI,,33100,2,-200,-0.6,33250,33250,32700,1013,33408950,12249317000,370070,STK,기타
2740,003075,KR7003071008,코오롱글로벌우,KOSPI,,16300,1,60,0.37,16240,16500,16040,2240,36611750,12074013100,740737,STK,기타
2743,00781K,KR700781K015,코리아써키트2우B,KOSPI,,15270,1,610,4.16,14690,15270,14690,3371,50655390,11967083730,783699,STK,기타
2752,001067,KR7001062009,JW중외제약2우B,KOSPI,,54100,2,-300,-0.55,54400,54400,53800,100,5420000,11359539300,209973,STK,기타
2766,006345,KR7006341002,대원전선우,KOSPI,,4035,2,-35,-0.86,4070,4200,3985,38763,156764428,10576542000,2621200,STK,기타
2772,000225,KR7000221002,유유제약1우,KOSPI,,4480,1,35,0.79,4445,4485,4420,6943,31000015,10155846400,2266930,STK,기타
2777,004835,KR7004831004,덕성우,KOSPI,,6850,2,-50,-0.72,6900,6970,6690,10862,74161670,9535200000,1392000,STK,기타
2780,012205,KR7012201000,계양전기우,KOSPI,,8130,1,20,0.25,8390,8390,7780,123393,979304080,9504612270,1169079,STK,기타
2782,145210,KR7145210001,다이나믹디자인,KOSPI,,224,0,0,0.0,0,0,0,0,0,9461013632,42236668,STK,기타
2794,001065,KR7001061001,JW중외제약우,KOSPI,,26000,2,-350,-1.33,25400,26000,25400,571,14726650,8890726000,341951,STK,기타
2795,004985,KR7004981007,성신양회우,KOSPI,,12060,1,620,5.42,12090,12590,11800,82185,995473015,8871878700,735645,STK,기타
2802,000325,KR7000321000,노루홀딩스우,KOSPI,,32800,1,350,1.08,33000,33000,32100,277,9039750,7988735200,243559,STK,기타
2803,009415,KR7009411000,태영건설우,KOSPI,,12280,4,2830,29.95,9880,12280,9560,810109,9618771840,7981680720,649974,STK,기타
2811,26490K,KR726490K013,크라운제과우,KOSPI,,9410,1,100,1.07,9400,9450,9350,1112,10471890,7279199600,773560,STK,기타
2823,090355,KR7090351008,노루페인트우,KOSPI,,13640,1,150,1.11,13650,13650,13310,1526,20704540,6317038640,463126,STK,기타
2830,000145,KR7000141002,하이트진로홀딩스우,KOSPI,,11880,1,190,1.63,11770,11900,11690,139,1631390,5593222800,470810,STK,기타
2832,000545,KR7000541003,흥국화재우,KOSPI,,6980,2,-90,-1.27,7110,7110,6940,6606,46031480,5360640000,768000,STK,기타
2836,36328K,KR736328K013,티와이홀딩스우,KOSPI,,4040,2,-10,-0.25,4090,4175,3995,2846,11556985,5021776560,1243014,STK,기타
2839,007575,KR7007571003,일양약품우,KOSPI,,11200,1,30,0.27,11210,11210,11120,619,6917440,4984896000,445080,STK,기타
2841,005965,KR7005961008,동부건설우,KOSPI,,20950,1,450,2.2,19980,21400,19980,9378,195507350,4729085400,225732,STK,기타
2843,002995,KR7002991008,금호건설우,KOSPI,,16000,1,460,2.96,15540,16550,15540,14781,239779200,4676256000,292266,STK,기타
