Unnamed: 0,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Theme
991,950140,KR8840110108,잉글우드랩,KOSDAQ,외국기업(소속부없음),11880,2,-120,-1.0,11960,12080,11800,45411,540712000,236030248080,19867866,KSQ,외국기업(소속부없음)
993,484120,KR7484120001,도우인시스,KOSDAQ,중견기업부,21400,1,600,2.88,21200,21400,20750,10572,222966450,234488830800,10957422,KSQ,중견기업부
994,036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,14870,2,-210,-1.39,15080,15250,14810,21623,323697950,234202500000,15750000,KSQ,우량기업부
995,469610,KR7469610000,이노테크,KOSDAQ,중견기업부,26200,1,3350,14.66,24500,26800,23400,849349,21579750950,234094380000,8934900,KSQ,중견기업부
996,119610,KR7119610004,인터로조,KOSDAQ,중견기업부,20500,2,-800,-3.76,21300,21750,20400,85310,1762788275,233981813500,11413747,KSQ,중견기업부
999,039840,KR7039840004,디오,KOSDAQ,중견기업부,17390,2,-290,-1.64,17640,17840,17340,55075,963213300,233301248920,13415828,KSQ,중견기업부
1004,036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,38450,2,-150,-0.39,39000,39000,38100,8911,341085900,230700000000,6000000,KSQ,우량기업부
1005,068930,KR7068930007,디지털대성,KOSDAQ,우량기업부,8320,1,90,1.09,8230,8400,8160,42425,352390365,230258845440,27675342,KSQ,우량기업부
1006,289080,KR7289080004,SV인베스트먼트,KOSDAQ,중견기업부,4225,2,-105,-2.42,4390,4390,4110,1785004,7510352717,229486460450,54316322,KSQ,중견기업부
1007,102120,KR7102120003,어보브반도체,KOSDAQ,벤처기업부,12890,1,320,2.55,12620,13200,12620,829590,10722744450,229193906170,17780753,KSQ,벤처기업부
1009,475230,KR7475230009,엔알비,KOSDAQ,벤처기업부,21150,3,0,0.0,21150,21950,21000,88850,1888872025,228976139250,10826295,KSQ,벤처기업부
1010,158430,KR7158430009,아톤,KOSDAQ,벤처기업부,9350,2,-560,-5.65,9950,9950,9060,1957261,18238589270,228907560200,24482092,KSQ,벤처기업부
1011,061090,KR7061090007,세나테크놀로지,KOSDAQ,중견기업부,40800,1,650,1.62,40500,40950,39700,13222,532726250,227893459200,5585624,KSQ,중견기업부
1012,259630,KR7259630002,엠플러스,KOSDAQ,우량기업부,18860,1,2880,18.02,16410,20100,16350,4966962,93541741415,227711566240,12073784,KSQ,우량기업부
1014,039560,KR7039560008,다산네트웍스,KOSDAQ,중견기업부,5420,1,110,2.07,5410,5600,5320,1229131,6701130115,227380257340,41952077,KSQ,중견기업부
1015,382800,KR7382800001,지앤비에스 에코,KOSDAQ,우량기업부,7140,2,-50,-0.7,7200,7360,6860,1198387,8502273855,227273632740,31831041,KSQ,우량기업부
1016,264450,KR7264450008,유비쿼스,KOSDAQ,우량기업부,15490,2,-370,-2.33,15960,16110,15300,266638,4167296265,227168486570,14665493,KSQ,우량기업부
1017,270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,17860,1,100,0.56,18000,18100,17790,34955,625373800,226653812380,12690583,KSQ,벤처기업부
1018,104480,KR7104480009,티케이케미칼,KOSDAQ,우량기업부,2485,2,-55,-2.17,2550,2565,2435,897458,2223051151,225875153490,90895434,KSQ,우량기업부
1020,237880,KR7237880000,클리오,KOSDAQ,우량기업부,12450,2,-20,-0.16,12530,12610,12450,23060,288569295,224988344850,18071353,KSQ,우량기업부
1022,293580,KR7293580007,나우IB,KOSDAQ,벤처기업부,2365,2,-120,-4.83,2505,2520,2320,3428567,8199817227,224509331750,94929950,KSQ,벤처기업부
1024,950170,KR8392080006,JTC,KOSDAQ,외국기업(소속부없음),4320,2,-135,-3.03,4455,4490,4320,81195,353831405,223544223360,51746348,KSQ,외국기업(소속부없음)
1027,418420,KR7418420006,라온텍,KOSDAQ,기술성장기업부,7320,2,-210,-2.79,7560,7640,7280,479808,3559881840,223108534560,30479308,KSQ,기술성장기업부
1028,394420,KR7394420004,리센스메디컬,KOSDAQ,기술성장기업부,20550,2,-1100,-5.08,21800,21800,20500,256527,5367111075,222973623900,10850298,KSQ,기술성장기업부
1029,118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,9040,1,60,0.67,9000,9080,8940,201599,1814181270,221817833840,24537371,KSQ,우량기업부
1031,032620,KR7032620007,GC메디아이,KOSDAQ,중견기업부,4235,2,-35,-0.82,4340,4340,4195,207576,878126756,221054883665,52197139,KSQ,중견기업부
1032,115310,KR7115310005,인포바인,KOSDAQ,관리종목(소속부없음),68900,0,0,0.0,0,0,0,0,0,219989638700,3192883,KSQ,관리종목(소속부없음)
1033,461300,KR7461300006,아이스크림미디어,KOSDAQ,중견기업부,16530,1,330,2.04,16200,16555,16170,57211,936506705,219889217490,13302433,KSQ,중견기업부
1034,080160,KR7080160005,모두투어,KOSDAQ,벤처기업부,11630,1,20,0.17,11640,11880,11550,106189,1238664080,219807000000,18900000,KSQ,벤처기업부
1036,179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,6770,2,-170,-2.45,6950,6950,6760,79363,540540250,219115640060,32365678,KSQ,우량기업부
1038,121440,KR7121440002,골프존홀딩스,KOSDAQ,우량기업부,5090,2,-10,-0.2,5060,5120,5060,33996,172687340,218039403620,42836818,KSQ,우량기업부
1040,092190,KR7092190008,서울바이오시스,KOSDAQ,투자주의환기종목(소속부없음),4730,1,20,0.42,4710,4895,4470,189671,896209318,216957451590,45868383,KSQ,투자주의환기종목(소속부없음)
1041,140670,KR7140670001,알에스오토메이션,KOSDAQ,벤처기업부,16850,1,60,0.36,17070,17080,16550,187446,3132718165,216351304000,12839840,KSQ,벤처기업부
1042,474610,KR7474610003,RF시스템즈,KOSDAQ,벤처기업부,15000,2,-770,-4.88,16050,16380,14880,645611,9868371695,214614720000,14307648,KSQ,벤처기업부
1044,439090,KR7439090002,마녀공장,KOSDAQ,중견기업부,13000,2,-160,-1.22,13190,13240,12940,47916,623068860,213112380000,16393260,KSQ,중견기업부
1046,123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,17570,2,-250,-1.4,17900,18000,17260,47120,828746340,213008401550,12123415,KSQ,벤처기업부
1047,106190,KR7106190002,하이텍팜,KOSDAQ,우량기업부,20000,2,-200,-0.99,20450,20700,19930,72466,1466365030,212663460000,10633173,KSQ,우량기업부
1048,314130,KR7314130006,지놈앤컴퍼니,KOSDAQ,기술성장기업부,6090,2,-930,-13.25,7050,7070,5810,1422249,8907041915,212498254290,34892981,KSQ,기술성장기업부
1049,056090,KR7056090004,시지메드텍,KOSDAQ,벤처기업부,2055,2,-35,-1.67,2110,2150,2035,1428665,2978736733,212197318980,103259036,KSQ,벤처기업부
1052,489500,KR7489500009,엘케이켐,KOSDAQ,벤처기업부,33650,1,1000,3.06,32800,34350,32600,75082,2520454525,211256584400,6278056,KSQ,벤처기업부
1053,307750,KR7307750000,국전약품,KOSDAQ,우량기업부,3910,2,-85,-2.13,4000,4025,3880,668837,2620154952,211086386080,53986288,KSQ,우량기업부
1054,458650,KR7458650009,성우,KOSDAQ,벤처기업부,14000,1,590,4.4,13500,14090,13500,333128,4614476150,210639380000,15045670,KSQ,벤처기업부
1056,297090,KR7297090003,씨에스베어링,KOSDAQ,투자주의환기종목(소속부없음),7710,1,160,2.12,7550,7710,7500,265122,2018176215,210251700000,27270000,KSQ,투자주의환기종목(소속부없음)
1058,011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,20200,1,100,0.5,20300,20400,19980,30473,613750295,209070000000,10350000,KSQ,우량기업부
1059,377450,KR7377450002,리파인,KOSDAQ,우량기업부,12050,2,-100,-0.82,12110,12250,11960,33026,399127920,208826500000,17330000,KSQ,우량기업부
1061,232680,KR7232680009,라온로보틱스,KOSDAQ,기술성장기업부,16030,2,-120,-0.74,16170,16500,15760,177845,2843762535,208626202050,13014735,KSQ,기술성장기업부
1062,054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,13770,1,350,2.61,13420,13810,13410,135756,1858240635,208536088410,15144233,KSQ,우량기업부
1068,060150,KR7060150000,인선이엔티,KOSDAQ,중견기업부,4460,2,-25,-0.56,4485,4490,4435,112862,503197642,207673709520,46563612,KSQ,중견기업부
1071,049080,KR7049080005,기가레인,KOSDAQ,벤처기업부,2435,2,-205,-7.77,2590,2740,2340,20052869,50064596710,206690949945,84883347,KSQ,벤처기업부
1072,380540,KR7380540005,옵티코어,KOSDAQ,관리종목(소속부없음),4225,0,0,0.0,0,0,0,0,0,206658130575,48913167,KSQ,관리종목(소속부없음)
1073,357580,KR7357580000,아모센스,KOSDAQ,기술성장기업부,17630,2,-140,-0.79,18250,18630,17500,369172,6605201485,206580706210,11717567,KSQ,기술성장기업부
1074,488280,KR7488280009,에스투더블유,KOSDAQ,기술성장기업부,19120,2,-2480,-11.48,20900,21200,18800,463126,9043203750,205910660320,10769386,KSQ,기술성장기업부
1076,146320,KR7146320007,비씨엔씨,KOSDAQ,벤처기업부,15930,1,10,0.06,16390,16540,15550,56272,892915620,203870913390,12797923,KSQ,벤처기업부
1079,046440,KR7046440004,KG파이낸셜,KOSDAQ,우량기업부,5340,2,-70,-1.29,5400,5420,5310,102484,549906725,202977682680,38010802,KSQ,우량기업부
1080,125020,KR7125020008,티씨머티리얼즈,KOSDAQ,중견기업부,5780,1,30,0.52,5850,5965,5700,967748,5636482180,202522819000,35038550,KSQ,중견기업부
1081,293780,KR7293780003,압타바이오,KOSDAQ,기술성장기업부,7200,2,-230,-3.1,7430,7450,7170,113314,821692230,202272516000,28093405,KSQ,기술성장기업부
1082,047310,KR7047310008,파워로직스,KOSDAQ,중견기업부,5520,1,20,0.36,5580,5650,5420,288867,1582950530,202091367600,36610755,KSQ,중견기업부
1083,220260,KR7220260004,켐트로스,KOSDAQ,우량기업부,6260,1,310,5.21,6050,6330,6050,757341,4702222655,200771064300,32072055,KSQ,우량기업부
1086,082800,KR7082800004,비보존 제약,KOSDAQ,중견기업부,3300,2,-25,-0.75,3400,3410,3290,319526,1065678338,200374897800,60719666,KSQ,중견기업부
1087,122990,KR7122990005,와이솔,KOSDAQ,우량기업부,7520,2,-70,-0.92,7620,7730,7520,110986,848717580,200325889120,26639081,KSQ,우량기업부
1088,365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,3980,1,125,3.24,3875,4000,3855,1845034,7307798649,199680580000,50171000,KSQ,중견기업부
1090,039860,KR7039860002,나노엔텍,KOSDAQ,중견기업부,5220,3,0,0.0,5260,5370,5160,327426,1710035045,198845736660,38093053,KSQ,중견기업부
1092,101970,KR7101970002,우양에이치씨,KOSDAQ,중견기업부,13430,1,210,1.59,13260,13920,13050,31672,423366180,198629820870,14790009,KSQ,중견기업부
1093,357880,KR7357880004,SKAI,KOSDAQ,기술성장기업부,3865,2,-45,-1.15,3985,4090,3830,1592697,6204783238,198439191515,51342611,KSQ,기술성장기업부
1094,300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,12020,1,30,0.25,12120,12190,11910,61246,737191595,198395521020,16505451,KSQ,기술성장기업부
1095,267320,KR7267320000,나인테크,KOSDAQ,벤처기업부,3455,1,190,5.82,3360,3690,3305,10323591,36266956734,198369844225,57415295,KSQ,벤처기업부
1096,086890,KR7086890001,이수앱지스,KOSDAQ,우량기업부,4845,2,-55,-1.12,5000,5000,4820,131190,637540078,197530635465,40769997,KSQ,우량기업부
1097,264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,20300,3,0,0.0,20550,21000,19970,148127,2998930700,197339791600,9721172,KSQ,우량기업부
1098,008830,KR7008830002,대동기어,KOSDAQ,중견기업부,21900,1,900,4.29,21250,22000,21250,388311,8431223575,196826688000,8987520,KSQ,중견기업부
1099,290740,KR7290740000,액트로,KOSDAQ,벤처기업부,19550,1,500,2.62,19100,19770,18850,128156,2476659000,196770965050,10065011,KSQ,벤처기업부
1100,143160,KR7143160000,아이디스,KOSDAQ,우량기업부,18350,2,-50,-0.27,18410,18530,18290,6044,111154905,196645756500,10716390,KSQ,우량기업부
1101,049430,KR7049430002,코메론,KOSDAQ,우량기업부,21700,1,400,1.88,21450,22250,21450,55947,1223574350,196341600000,9048000,KSQ,우량기업부
1102,123410,KR7123410003,코리아에프티,KOSDAQ,우량기업부,7040,2,-10,-0.14,7050,7130,6980,135676,956343360,196001090560,27841064,KSQ,우량기업부
1103,473980,KR7473980001,노머스,KOSDAQ,기술성장기업부,17710,2,-340,-1.88,18060,18060,17460,89500,1582198915,195825172620,11057322,KSQ,기술성장기업부
1104,052330,KR7052330008,코텍,KOSDAQ,우량기업부,11010,3,0,0.0,11270,11300,10910,12884,141923340,195555094890,17761589,KSQ,우량기업부
1107,256940,KR7256940008,킵스파마,KOSDAQ,벤처기업부,9700,1,1350,16.17,8350,10850,8200,4731328,48693447065,194758025900,20078147,KSQ,벤처기업부
1110,388790,KR7388790008,라이콤,KOSDAQ,벤처기업부,6300,2,-270,-4.11,6650,6650,6060,1097555,6829750495,192839201100,30609397,KSQ,벤처기업부
1111,334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,2480,1,5,0.2,2510,2515,2430,154229,382606830,192826539760,77752637,KSQ,기술성장기업부
1113,119830,KR7119830008,아이텍,KOSDAQ,중견기업부,7260,2,-130,-1.76,7400,7500,7080,304060,2214202705,191293906980,26349023,KSQ,중견기업부
1114,047770,KR7047770003,코데즈컴바인,KOSDAQ,중견기업부,5040,1,155,3.17,4905,5090,4875,696749,3472270674,190726714080,37842602,KSQ,중견기업부
1117,242040,KR7242040004,나무기술,KOSDAQ,기술성장기업부,5500,2,-10,-0.18,5630,5630,5270,1513290,8145964900,190334452000,34606264,KSQ,기술성장기업부
1123,307180,KR7307180000,아이엘,KOSDAQ,벤처기업부,5400,1,260,5.06,5180,5630,4985,2086557,11217829595,187452754200,34713473,KSQ,벤처기업부
1124,037070,KR7037070000,파세코,KOSDAQ,중견기업부,9370,1,260,2.85,9110,9490,9100,122188,1139157780,187400000000,20000000,KSQ,중견기업부
1125,016790,KR7016790008,현대사료,KOSDAQ,관리종목(소속부없음),994,0,0,0.0,0,0,0,0,0,187340898626,188471729,KSQ,관리종목(소속부없음)
1126,037350,KR7037350006,성도이엔지,KOSDAQ,우량기업부,12280,2,-50,-0.41,12570,12750,12070,228156,2794284110,186778800000,15210000,KSQ,우량기업부
1127,042420,KR7042420000,네오위즈홀딩스,KOSDAQ,중견기업부,22900,2,-250,-1.08,23350,23350,22650,7594,173661800,186458280700,8142283,KSQ,중견기업부
1130,092130,KR7092130004,이크레더블,KOSDAQ,중견기업부,15450,2,-50,-0.32,15510,15520,15410,6535,101060460,186073620000,12043600,KSQ,중견기업부
1131,264850,KR7264850009,이랜시스,KOSDAQ,중견기업부,6140,1,110,1.82,6120,6150,6010,236660,1441021000,186008917680,30294612,KSQ,중견기업부
1132,282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,15900,1,610,3.99,15450,16000,15370,176853,2792417200,185935903800,11694082,KSQ,우량기업부
1133,475580,KR7475580007,에이럭스,KOSDAQ,벤처기업부,13640,2,-800,-5.54,14470,14490,13580,684670,9504189915,185843636000,13624900,KSQ,벤처기업부
1134,290690,KR7290690007,소룩스,KOSDAQ,중견기업부,3760,2,-30,-0.79,3800,3835,3670,466227,1735742802,185508037440,49337244,KSQ,중견기업부
1135,086980,KR7086980000,쇼박스,KOSDAQ,중견기업부,2960,2,-45,-1.5,2985,3005,2945,342342,1018702795,185408480000,62638000,KSQ,중견기업부
1136,088130,KR7088130000,동아엘텍,KOSDAQ,중견기업부,10600,1,1320,14.22,9950,11190,9940,6489385,67975459790,185344328400,17485314,KSQ,중견기업부
1137,323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,7960,2,-120,-1.49,8180,8180,7950,107489,857877510,185128466200,23257345,KSQ,기술성장기업부
1138,068790,KR7068790005,DMS,KOSDAQ,중견기업부,8190,2,-110,-1.33,8400,8430,8080,137895,1131226770,184850134560,22570224,KSQ,중견기업부
1139,114840,KR7114840002,아이패밀리에스씨,KOSDAQ,우량기업부,10670,2,-590,-5.24,11260,11350,10560,199998,2163203630,184803333000,17319900,KSQ,우량기업부
1140,107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,32800,1,2400,7.89,31050,37350,30600,634886,21748459075,184665771200,5630054,KSQ,벤처기업부
1141,048870,KR7048870000,시너지이노베이션,KOSDAQ,벤처기업부,2095,2,-20,-0.95,2115,2135,2085,264925,558718399,184584087485,88106963,KSQ,벤처기업부
1142,340450,KR7340450006,지씨지놈,KOSDAQ,기술성장기업부,7800,2,-200,-2.5,8030,8140,7700,228582,1797095895,184476185400,23650793,KSQ,기술성장기업부
1144,101170,KR7101170009,우림피티에스,KOSDAQ,벤처기업부,13640,1,50,0.37,13900,13930,13350,139905,1895385470,184140000000,13500000,KSQ,벤처기업부
1146,032940,KR7032940009,원익,KOSDAQ,우량기업부,10090,2,-190,-1.85,10300,10510,10000,131221,1340459815,183569690700,18193230,KSQ,우량기업부
1147,054920,KR7054920004,한컴위드,KOSDAQ,중견기업부,6500,2,-590,-8.32,6870,6870,6320,1734852,11292404250,183411026500,28217081,KSQ,중견기업부
1148,005160,KR7005160007,동국산업,KOSDAQ,중견기업부,3380,1,50,1.5,3405,3420,3335,165623,560754732,183346349160,54244482,KSQ,중견기업부
1150,038290,KR7038290003,마크로젠,KOSDAQ,중견기업부,16880,2,-110,-0.65,16990,17550,16720,36300,612950920,183002832000,10841400,KSQ,중견기업부
1151,143240,KR7143240000,사람인,KOSDAQ,우량기업부,17050,2,-200,-1.16,17240,17510,16910,17598,302776820,182993063550,10732731,KSQ,우량기업부
1152,131030,KR7131030009,옵투스제약,KOSDAQ,우량기업부,10360,2,-70,-0.67,10760,11020,10140,254410,2675663505,182818672400,17646590,KSQ,우량기업부
1153,445180,KR7445180003,퓨릿,KOSDAQ,중견기업부,10630,1,160,1.53,10570,10840,10270,257827,2734778965,182721068440,17189188,KSQ,중견기업부
1154,217270,KR7217270008,넵튠,KOSDAQ,중견기업부,3900,2,-20,-0.51,3920,3980,3880,63750,248625402,182269007700,46735643,KSQ,중견기업부
1155,149950,KR7149950008,아바텍,KOSDAQ,우량기업부,13300,1,220,1.68,13090,13720,12810,197965,2633987060,181780449900,13667703,KSQ,우량기업부
1156,036710,KR7036710002,심텍홀딩스,KOSDAQ,중견기업부,3435,1,55,1.63,3405,3575,3360,628021,2171966939,181463334990,52827754,KSQ,중견기업부
1157,002230,KR7002230001,피에스텍,KOSDAQ,중견기업부,9410,1,30,0.32,9640,9640,9320,174410,1643590855,181366646200,19273820,KSQ,중견기업부
1158,040160,KR7040160004,누리플렉스,KOSDAQ,중견기업부,15020,2,-1020,-6.36,16670,16820,13600,327692,4738345840,181074135700,12055535,KSQ,중견기업부
1159,389030,KR7389030008,지니너스,KOSDAQ,기술성장기업부,5410,2,-160,-2.87,5570,5630,5350,1031425,5631072670,180885757450,33435445,KSQ,기술성장기업부
1161,067000,KR7067000000,조이시티,KOSDAQ,중견기업부,2580,2,-45,-1.71,2680,2680,2535,697211,1801271685,180350890680,69903446,KSQ,중견기업부
1164,073010,KR7073010001,케이에스피,KOSDAQ,우량기업부,4470,1,190,4.44,4360,4535,4180,1376439,6035737007,179654887500,40191250,KSQ,우량기업부
1165,062970,KR7062970009,한국첨단소재,KOSDAQ,중견기업부,3145,2,-230,-6.81,3400,3500,3035,6630593,20989327924,179543691030,57088614,KSQ,중견기업부
1166,192410,KR7192410009,오늘이엔엠,KOSDAQ,중견기업부,7690,3,0,0.0,8600,8600,7520,420057,3389916655,179413744340,23330786,KSQ,중견기업부
1167,038390,KR7038390001,레드캡투어,KOSDAQ,우량기업부,10700,2,-10,-0.09,10790,10800,10600,34326,367597260,178912795400,16720822,KSQ,우량기업부
1168,333430,KR7333430007,일승,KOSDAQ,중견기업부,5810,1,100,1.75,5780,5890,5650,308096,1777683075,178522400070,30726747,KSQ,중견기업부
1170,125210,KR7125210005,아모그린텍,KOSDAQ,우량기업부,10770,1,730,7.27,10100,11170,9930,597576,6424953275,177670428300,16496790,KSQ,우량기업부
1171,235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,5180,2,-250,-4.6,5430,5520,5180,283526,1504915650,177545126780,34275121,KSQ,기술성장기업부
1172,360070,KR7360070007,탑머티리얼,KOSDAQ,우량기업부,21700,1,1500,7.43,20500,22150,20300,142363,3055593200,177528633100,8181043,KSQ,우량기업부
1175,083500,KR7083500009,에프엔에스테크,KOSDAQ,우량기업부,20650,2,-100,-0.48,21100,21400,20550,179218,3755419325,177088659300,8575722,KSQ,우량기업부
1178,148150,KR7148150006,세경하이테크,KOSDAQ,우량기업부,4935,1,40,0.82,4870,4970,4865,143846,707272827,175403806830,35542818,KSQ,우량기업부
1179,033340,KR7033340001,좋은사람들,KOSDAQ,중견기업부,1808,1,41,2.32,1770,1814,1762,1007257,1800667058,175286608864,96950558,KSQ,중견기업부
1180,192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,28100,1,950,3.5,27700,28250,27350,18558,519747500,174679800300,6216363,KSQ,우량기업부
1183,282720,KR7282720002,금양그린파워,KOSDAQ,우량기업부,14380,1,180,1.27,14270,14950,13980,254811,3627156360,174278410000,12119500,KSQ,우량기업부
1184,108230,KR7108230004,톱텍,KOSDAQ,우량기업부,4580,1,10,0.22,4595,4600,4495,102028,462436947,174146462100,38023245,KSQ,우량기업부
1186,066620,KR7066620006,국보디자인,KOSDAQ,우량기업부,23200,3,0,0.0,23200,23200,22800,6717,154804250,174000000000,7500000,KSQ,우량기업부
1187,023910,KR7023910003,대한약품,KOSDAQ,우량기업부,29000,2,-250,-0.85,29250,29250,28900,12873,373650875,174000000000,6000000,KSQ,우량기업부
1188,322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,6760,2,-20,-0.29,6810,6940,6720,219128,1491859410,173907029920,25725892,KSQ,기술성장기업부
1190,011040,KR7011040003,경동제약,KOSDAQ,중견기업부,5640,2,-10,-0.18,5660,5780,5600,29303,164738985,173535840240,30768766,KSQ,중견기업부
1191,456070,KR7456070002,이엔셀,KOSDAQ,기술성장기업부,15750,2,-300,-1.87,16500,16500,15530,108508,1724597010,173273892750,11001517,KSQ,기술성장기업부
1192,217820,KR7217820000,원익피앤이,KOSDAQ,중견기업부,3650,1,260,7.67,3490,3760,3450,831573,2993332410,173209140350,47454559,KSQ,중견기업부
1193,355150,KR7355150004,코스텍시스,KOSDAQ,벤처기업부,22200,1,1150,5.46,22550,24150,21300,671420,15222455475,173101170000,7797350,KSQ,벤처기업부
1195,047560,KR7047560008,이스트소프트,KOSDAQ,중견기업부,14730,2,-270,-1.8,15000,15190,14420,79461,1171942225,172888690860,11737182,KSQ,중견기업부
1198,322180,KR7322180001,LS티라유텍,KOSDAQ,벤처기업부,8220,1,70,0.86,8240,8350,8080,146712,1206977755,171978708480,20921984,KSQ,벤처기업부
1199,067280,KR7067280008,멀티캠퍼스,KOSDAQ,우량기업부,29000,2,-100,-0.34,29150,29150,28650,6891,199490625,171876591000,5926779,KSQ,우량기업부
1200,234030,KR7234030005,싸이닉솔루션,KOSDAQ,중견기업부,7270,1,90,1.25,7230,7540,7200,216381,1583155745,171608350000,23605000,KSQ,중견기업부
1201,260970,KR7260970009,에스앤디,KOSDAQ,우량기업부,59000,2,-700,-1.17,60000,60300,58500,18608,1098884600,170672486000,2892754,KSQ,우량기업부
1203,408470,KR7408470003,한패스,KOSDAQ,중견기업부,16140,2,-350,-2.12,16520,16750,16100,170119,2773185825,170632080000,10572000,KSQ,중견기업부
1204,041440,KR7041440009,현대에버다임,KOSDAQ,우량기업부,9520,1,180,1.93,9460,9640,9360,491649,4674790285,170559786880,17915944,KSQ,우량기업부
1205,138360,KR7138360003,앤로보틱스,KOSDAQ,중견기업부,2215,2,-10,-0.45,2270,2345,2185,888182,1994373969,170536664230,76991722,KSQ,중견기업부
1207,054540,KR7054540000,삼영엠텍,KOSDAQ,중견기업부,13090,1,590,4.72,12900,14180,12510,2483383,33297868375,170170000000,13000000,KSQ,중견기업부
1208,204610,KR7204610000,티쓰리,KOSDAQ,벤처기업부,3090,1,105,3.52,3000,3095,2935,390792,1184511594,169955314800,55001720,KSQ,벤처기업부
1209,013990,KR7013990007,아가방컴퍼니,KOSDAQ,우량기업부,5150,1,40,0.78,5080,5190,5060,230239,1180347175,169370810400,32887536,KSQ,우량기업부
1210,156100,KR7156100000,엘앤케이바이오,KOSDAQ,벤처기업부,7570,2,-280,-3.57,7850,7890,7510,141602,1073157850,169198228210,22351153,KSQ,벤처기업부
1211,053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,13000,2,-120,-0.91,13130,13410,12960,191856,2513831175,168997491000,12999807,KSQ,우량기업부
1212,126730,KR7126730001,코칩,KOSDAQ,벤처기업부,19200,1,1230,6.84,18250,19350,18240,183261,3486992235,168386419200,8770126,KSQ,벤처기업부
1213,166480,KR7166480004,코아스템켐온,KOSDAQ,벤처기업부,3180,2,-165,-4.93,3350,3360,3050,921725,2919525559,168127795680,52870376,KSQ,벤처기업부
1214,069510,KR7069510006,에스텍,KOSDAQ,우량기업부,15390,1,40,0.26,15350,15420,15220,8426,129028060,167904900000,10910000,KSQ,우량기업부
1216,079810,KR7079810008,APS이노베이션,KOSDAQ,우량기업부,7770,1,1580,25.53,6400,8040,6290,9199515,68686426270,167273290380,21528094,KSQ,우량기업부
1217,040300,KR7040300006,YTN,KOSDAQ,중견기업부,3490,3,0,0.0,3470,3575,3450,414750,1446705942,166392660200,47676980,KSQ,중견기업부
1221,095190,KR7095190005,신화프리텍,KOSDAQ,중견기업부,2525,2,-5,-0.2,2530,2600,2500,175530,444429693,164782666550,65260462,KSQ,중견기업부
1222,065450,KR7065450009,빅텍,KOSDAQ,벤처기업부,5720,2,-700,-10.9,6440,6470,5720,3475953,20753814620,164551558600,28767755,KSQ,벤처기업부
1223,037030,KR7037030004,파워넷,KOSDAQ,우량기업부,6440,2,-240,-3.59,6740,6790,6280,2031566,13142011105,164303668480,25512992,KSQ,우량기업부
1225,115440,KR7115440000,우리넷,KOSDAQ,우량기업부,15200,2,-830,-5.18,16310,17000,14500,1078575,16392627455,164073238400,10794292,KSQ,우량기업부
1227,021080,KR7021080007,에이티넘인베스트,KOSDAQ,우량기업부,3415,2,-50,-1.44,3475,3525,3370,255642,872656371,163920000000,48000000,KSQ,우량기업부
1228,182360,KR7182360008,큐브엔터,KOSDAQ,우량기업부,10530,2,-80,-0.75,10530,10680,10460,48575,514337015,163739909970,15549849,KSQ,우량기업부
1229,209640,KR7209640002,와이제이링크,KOSDAQ,중견기업부,5730,2,-400,-6.53,6270,6280,5550,6071878,35578582095,162979226580,28443146,KSQ,중견기업부
1230,250060,KR7250060001,모비스,KOSDAQ,기술성장기업부,5050,2,-590,-10.46,5450,5580,4870,3124875,16029148007,162465135700,32171314,KSQ,기술성장기업부
1231,453450,KR7453450009,그리드위즈,KOSDAQ,벤처기업부,20450,1,50,0.25,20500,20950,20300,95672,1963748950,162429237500,7942750,KSQ,벤처기업부
1234,072870,KR7072870009,메가스터디,KOSDAQ,우량기업부,13610,1,330,2.48,13290,13710,13290,88245,1196674290,162244251990,11920959,KSQ,우량기업부
1235,085670,KR7085670008,뉴프렉스,KOSDAQ,우량기업부,6630,1,180,2.79,6530,6780,6500,800141,5313782890,162108545430,24450761,KSQ,우량기업부
1237,023600,KR7023600000,삼보판지,KOSDAQ,우량기업부,10100,1,60,0.6,10000,10140,10000,23674,238453980,161683830000,16008300,KSQ,우량기업부
